-1.000000000000000000e+01 -1.225497080116292103e+00
-9.591836734693877986e+00 -1.198940463706679393e+00
-9.183673469387755972e+00 -1.099201552316003028e+00
-8.775510204081632182e+00 -1.017417286405831289e+00
-8.367346938775510168e+00 -9.143774440717314933e-01
-7.959183673469388154e+00 -8.411605015818104381e-01
-7.551020408163265252e+00 -7.375301748431196680e-01
-7.142857142857142350e+00 -7.176313652878029137e-01
-6.734693877551020336e+00 -6.094409635795021707e-01
-6.326530612244898322e+00 -5.716835425361164180e-01
-5.918367346938775420e+00 -4.803547311548861387e-01
-5.510204081632652517e+00 -4.010082071011310534e-01
-5.102040816326530503e+00 -3.963177239787902262e-01
-4.693877551020408490e+00 -2.995803813050987308e-01
-4.285714285714285587e+00 -2.403132404937963207e-01
-3.877551020408162685e+00 -2.077188572303641789e-01
-3.469387755102040671e+00 -2.109289792511109263e-01
-3.061224489795918657e+00 -9.790016365868367543e-02
-2.653061224489795755e+00 -6.741783729669820202e-02
-2.244897959183672853e+00 -8.687946779756575144e-02
-1.836734693877550839e+00 -9.655344525294992652e-02
-1.428571428571428825e+00 9.977882046590683118e-03
-1.020408163265305035e+00 6.634057303073552861e-03
-6.122448979591830209e-01 1.039194404614976475e-02
-2.040816326530610070e-01 1.483918549082929514e-02
2.040816326530610070e-01 1.821529210250330197e-02
6.122448979591830209e-01 -4.311669740245568927e-02
1.020408163265306811e+00 -2.050176833272551041e-02
1.428571428571428825e+00 5.133398258535273873e-02
1.836734693877550839e+00 9.008242110298725347e-02
2.244897959183674629e+00 1.186928597094271814e-01
2.653061224489796643e+00 1.040486577539668500e-01
3.061224489795918657e+00 1.670109013730654290e-01
3.469387755102040671e+00 2.054105701924584526e-01
3.877551020408162685e+00 1.723849538602530984e-01
4.285714285714286476e+00 2.703035034147325266e-01
4.693877551020408490e+00 3.191163226862024360e-01
5.102040816326530503e+00 3.121670153734649178e-01
5.510204081632654294e+00 4.386353148628756027e-01
5.918367346938776308e+00 4.307338064200845751e-01
6.326530612244898322e+00 5.379139381250372942e-01
6.734693877551020336e+00 6.275977789056961242e-01
7.142857142857142350e+00 6.672454516806397562e-01
7.551020408163264364e+00 7.962046053616339547e-01
7.959183673469389930e+00 8.507593495201893896e-01
8.367346938775511944e+00 9.230906481345569903e-01
8.775510204081633958e+00 9.598347295977331939e-01
9.183673469387755972e+00 1.082354324702070603e+00
9.591836734693877986e+00 1.118203233659750939e+00
1.000000000000000000e+01 1.222973939870384497e+00
